question,tsne1,tsne2,question_type,question_type_id,kmeans_k6,dbscan_e2_s7
What is (are) spastic paraplegia type 4 ?,7.650387,21.364616,information,6,0,0
How many people are affected by spastic paraplegia type 4 ?,7.6506147,21.365189,frequency,4,0,0
What are the genetic changes related to spastic paraplegia type 4 ?,7.6506143,21.365189,genetic_changes,5,0,0
Is spastic paraplegia type 4 inherited ?,7.6503854,21.364609,inheritance,7,0,0
What are the treatments for spastic paraplegia type 4 ?,7.6503882,21.364624,treatment,11,0,0
What is (are) McLeod neuroacanthocytosis syndrome ?,29.591066,-8.445304,information,6,0,-1
How many people are affected by McLeod neuroacanthocytosis syndrome ?,29.591066,-8.445304,frequency,4,0,-1
What are the genetic changes related to McLeod neuroacanthocytosis syndrome ?,29.591066,-8.445304,genetic_changes,5,0,-1
Is McLeod neuroacanthocytosis syndrome inherited ?,29.591064,-8.445304,inheritance,7,0,-1
What are the treatments for McLeod neuroacanthocytosis syndrome ?,29.591066,-8.445304,treatment,11,0,-1
What is (are) hereditary hyperekplexia ?,-10.39749,-32.799538,information,6,0,1212
How many people are affected by hereditary hyperekplexia ?,-10.39749,-32.799545,frequency,4,0,1212
What are the genetic changes related to hereditary hyperekplexia ?,-10.3974905,-32.79954,genetic_changes,5,0,1212
Is hereditary hyperekplexia inherited ?,-10.39749,-32.799545,inheritance,7,0,1212
What are the treatments for hereditary hyperekplexia ?,-10.397488,-32.799534,treatment,11,0,1212
What is (are) 22q11.2 deletion syndrome ?,-51.362755,-13.715702,information,6,3,-1
How many people are affected by 22q11.2 deletion syndrome ?,-51.362755,-13.715704,frequency,4,3,-1
What are the genetic changes related to 22q11.2 deletion syndrome ?,-51.362755,-13.715703,genetic_changes,5,3,-1
Is 22q11.2 deletion syndrome inherited ?,-51.362762,-13.715705,inheritance,7,3,-1
What are the treatments for 22q11.2 deletion syndrome ?,-51.36276,-13.715703,treatment,11,3,-1
What is (are) juvenile polyposis syndrome ?,17.323435,36.22503,information,6,1,-1
How many people are affected by juvenile polyposis syndrome ?,17.322992,36.222504,frequency,4,1,-1
What are the genetic changes related to juvenile polyposis syndrome ?,17.322973,36.222523,genetic_changes,5,1,-1
Is juvenile polyposis syndrome inherited ?,17.323057,36.223186,inheritance,7,1,-1
What are the treatments for juvenile polyposis syndrome ?,17.326046,36.229053,treatment,11,1,-1
What is (are) periventricular heterotopia ?,-5.1722584,3.3450778,information,6,0,0
How many people are affected by periventricular heterotopia ?,-5.178285,3.3535566,frequency,4,0,0
What are the genetic changes related to periventricular heterotopia ?,-5.178273,3.3535397,genetic_changes,5,0,0
Is periventricular heterotopia inherited ?,-5.1730742,3.3462188,inheritance,7,0,0
What are the treatments for periventricular heterotopia ?,-5.17272,3.3457227,treatment,11,0,0
What is (are) X-linked severe combined immunodeficiency ?,-15.813956,-31.625315,information,6,3,-1
How many people are affected by X-linked severe combined immunodeficiency ?,-15.813957,-31.625317,frequency,4,3,-1
What are the genetic changes related to X-linked severe combined immunodeficiency ?,-15.813956,-31.625319,genetic_changes,5,3,-1
Is X-linked severe combined immunodeficiency inherited ?,-15.813955,-31.625313,inheritance,7,3,-1
What are the treatments for X-linked severe combined immunodeficiency ?,-15.813953,-31.625313,treatment,11,3,-1
What is (are) ADCY5-related dyskinesia ?,-54.50673,-43.708866,information,6,3,-1
How many people are affected by ADCY5-related dyskinesia ?,-54.506725,-43.708874,frequency,4,3,-1
What are the genetic changes related to ADCY5-related dyskinesia ?,-54.50672,-43.708874,genetic_changes,5,3,-1
Is ADCY5-related dyskinesia inherited ?,-54.50672,-43.70887,inheritance,7,3,-1
What are the treatments for ADCY5-related dyskinesia ?,-54.506725,-43.708874,treatment,11,3,-1
How many people are affected by Horner syndrome ?,-18.95246,7.58501,frequency,4,0,0
What are the genetic changes related to Horner syndrome ?,-18.952461,7.58501,genetic_changes,5,0,0
Is Horner syndrome inherited ?,-18.952463,7.5850096,inheritance,7,0,0
What is (are) primary hyperoxaluria ?,-21.355104,22.788792,information,6,4,-1
How many people are affected by primary hyperoxaluria ?,-21.355124,22.788822,frequency,4,4,-1
What are the genetic changes related to primary hyperoxaluria ?,-21.355124,22.788824,genetic_changes,5,4,-1
Is primary hyperoxaluria inherited ?,-21.355103,22.788795,inheritance,7,4,-1
What are the treatments for primary hyperoxaluria ?,-21.355087,22.78878,treatment,11,4,-1
What is (are) factor V deficiency ?,-20.060492,39.357433,information,6,4,14
How many people are affected by factor V deficiency ?,-20.06069,39.357243,frequency,4,4,14
What are the genetic changes related to factor V deficiency ?,-20.06069,39.35724,genetic_changes,5,4,14
Is factor V deficiency inherited ?,-20.060745,39.357185,inheritance,7,4,14
What are the treatments for factor V deficiency ?,-20.0265,39.391968,treatment,11,4,14
What is (are) glutamate formiminotransferase deficiency ?,-10.1644335,-18.145481,information,6,0,0
How many people are affected by glutamate formiminotransferase deficiency ?,-10.164455,-18.145561,frequency,4,0,0
What are the genetic changes related to glutamate formiminotransferase deficiency ?,-10.164456,-18.145563,genetic_changes,5,0,0
Is glutamate formiminotransferase deficiency inherited ?,-10.164465,-18.145596,inheritance,7,0,0
What are the treatments for glutamate formiminotransferase deficiency ?,-10.164436,-18.145487,treatment,11,0,0
What is (are) succinic semialdehyde dehydrogenase deficiency ?,9.322112,-80.73932,information,6,5,1218
How many people are affected by succinic semialdehyde dehydrogenase deficiency ?,9.321992,-80.73947,frequency,4,5,1218
What are the genetic changes related to succinic semialdehyde dehydrogenase deficiency ?,9.321992,-80.73947,genetic_changes,5,5,1218
Is succinic semialdehyde dehydrogenase deficiency inherited ?,9.316985,-80.746185,inheritance,7,5,1218
What are the treatments for succinic semialdehyde dehydrogenase deficiency ?,9.32211,-80.73931,treatment,11,5,1218
What is (are) familial cylindromatosis ?,-58.537766,67.11667,information,6,4,-1
How many people are affected by familial cylindromatosis ?,-58.539715,67.118706,frequency,4,4,-1
What are the genetic changes related to familial cylindromatosis ?,-58.53972,67.118706,genetic_changes,5,4,-1
Is familial cylindromatosis inherited ?,-58.540443,67.1195,inheritance,7,4,-1
What are the treatments for familial cylindromatosis ?,-58.54091,67.119865,treatment,11,4,-1
What is (are) Crouzonodermoskeletal syndrome ?,-25.978466,-58.28688,information,6,3,-1
How many people are affected by Crouzonodermoskeletal syndrome ?,-25.978468,-58.286884,frequency,4,3,-1
What are the genetic changes related to Crouzonodermoskeletal syndrome ?,-25.978468,-58.286884,genetic_changes,5,3,-1
Is Crouzonodermoskeletal syndrome inherited ?,-25.978468,-58.286877,inheritance,7,3,-1
What are the treatments for Crouzonodermoskeletal syndrome ?,-25.978468,-58.28688,treatment,11,3,-1
What is (are) type 1 diabetes ?,-50.23338,-18.013277,information,6,3,-1
How many people are affected by type 1 diabetes ?,-50.23338,-18.013279,frequency,4,3,-1
What are the genetic changes related to type 1 diabetes ?,-50.233383,-18.013279,genetic_changes,5,3,-1
Is type 1 diabetes inherited ?,-50.233387,-18.013277,inheritance,7,3,-1
What are the treatments for type 1 diabetes ?,-50.23349,-18.013283,treatment,11,3,-1
What is (are) Kniest dysplasia ?,3.6259255,-33.643703,information,6,5,1137
How many people are affected by Kniest dysplasia ?,3.6259258,-33.643707,frequency,4,5,1137
What are the genetic changes related to Kniest dysplasia ?,3.6259258,-33.643707,genetic_changes,5,5,1137
Is Kniest dysplasia inherited ?,3.6259263,-33.64371,inheritance,7,5,1137
What are the treatments for Kniest dysplasia ?,3.6259258,-33.643707,treatment,11,5,1137
How many people are affected by Down syndrome ?,-4.2556934,-25.771019,frequency,4,0,0
What are the genetic changes related to Down syndrome ?,-4.2556934,-25.771023,genetic_changes,5,0,0
Is Down syndrome inherited ?,-4.2556896,-25.77101,inheritance,7,0,0
What is (are) Schinzel-Giedion syndrome ?,-18.255436,-38.17264,information,6,3,-1
How many people are affected by Schinzel-Giedion syndrome ?,-18.255438,-38.172638,frequency,4,3,-1
What are the genetic changes related to Schinzel-Giedion syndrome ?,-18.255436,-38.172638,genetic_changes,5,3,-1
Is Schinzel-Giedion syndrome inherited ?,-18.25544,-38.172646,inheritance,7,3,-1
What are the treatments for Schinzel-Giedion syndrome ?,-18.25544,-38.172638,treatment,11,3,-1
What is (are) long-chain 3-hydroxyacyl-CoA dehydrogenase deficiency ?,3.8654904,-25.483042,information,6,0,0
How many people are affected by long-chain 3-hydroxyacyl-CoA dehydrogenase deficiency ?,3.8654802,-25.48307,frequency,4,0,0
What are the genetic changes related to long-chain 3-hydroxyacyl-CoA dehydrogenase deficiency ?,3.8654804,-25.48307,genetic_changes,5,0,0
Is long-chain 3-hydroxyacyl-CoA dehydrogenase deficiency inherited ?,3.8654137,-25.48326,inheritance,7,0,0
What are the treatments for long-chain 3-hydroxyacyl-CoA dehydrogenase deficiency ?,3.8654892,-25.48305,treatment,11,0,0
What is (are) familial pityriasis rubra pilaris ?,-90.85936,16.925823,information,6,4,-1
How many people are affected by familial pityriasis rubra pilaris ?,-90.86244,16.92644,frequency,4,4,-1
What are the genetic changes related to familial pityriasis rubra pilaris ?,-90.862434,16.926441,genetic_changes,5,4,-1
Is familial pityriasis rubra pilaris inherited ?,-90.86319,16.926537,inheritance,7,4,-1
What are the treatments for familial pityriasis rubra pilaris ?,-90.86372,16.92661,treatment,11,4,-1
What is (are) congenital diaphragmatic hernia ?,-60.651966,-13.496426,information,6,3,1219
How many people are affected by congenital diaphragmatic hernia ?,-60.646053,-13.493219,frequency,4,3,1219
What are the genetic changes related to congenital diaphragmatic hernia ?,-60.64605,-13.493218,genetic_changes,5,3,1219
Is congenital diaphragmatic hernia inherited ?,-60.651924,-13.496404,inheritance,7,3,1219
What are the treatments for congenital diaphragmatic hernia ?,-60.650402,-13.4955845,treatment,11,3,1219
What is (are) hypochondroplasia ?,-25.387512,-81.0706,information,6,5,1220
How many people are affected by hypochondroplasia ?,-25.387665,-81.071465,frequency,4,5,1220
What are the genetic changes related to hypochondroplasia ?,-25.387665,-81.07147,genetic_changes,5,5,1220
Is hypochondroplasia inherited ?,-25.38753,-81.070724,inheritance,7,5,1220
What are the treatments for hypochondroplasia ?,-25.387505,-81.07056,treatment,11,5,1220
What is (are) Lynch syndrome ?,24.034302,-2.7265792,information,6,0,0
How many people are affected by Lynch syndrome ?,24.034485,-2.7266715,frequency,4,0,0
What are the genetic changes related to Lynch syndrome ?,24.034481,-2.7266712,genetic_changes,5,0,0
Is Lynch syndrome inherited ?,24.03441,-2.7266338,inheritance,7,0,0
What are the treatments for Lynch syndrome ?,24.034319,-2.726586,treatment,11,0,0
What is (are) polymicrogyria ?,-1.3941404,-2.008383,information,6,0,0
How many people are affected by polymicrogyria ?,-1.3928707,-2.0073605,frequency,4,0,0
What are the genetic changes related to polymicrogyria ?,-1.3929294,-2.0073907,genetic_changes,5,0,0
Is polymicrogyria inherited ?,-1.3940158,-2.008169,inheritance,7,0,0
What are the treatments for polymicrogyria ?,-1.3941458,-2.0082123,treatment,11,0,0
What is (are) familial dilated cardiomyopathy ?,-86.049194,15.652877,information,6,4,-1
How many people are affected by familial dilated cardiomyopathy ?,-86.05209,15.653305,frequency,4,4,-1
What are the genetic changes related to familial dilated cardiomyopathy ?,-86.05209,15.653306,genetic_changes,5,4,-1
Is familial dilated cardiomyopathy inherited ?,-86.05911,15.65335,inheritance,7,4,-1
What are the treatments for familial dilated cardiomyopathy ?,-86.05756,15.653292,treatment,11,4,-1
What is (are) congenital hemidysplasia with ichthyosiform erythroderma and limb defects ?,-15.971753,-25.837872,information,6,3,0
How many people are affected by congenital hemidysplasia with ichthyosiform erythroderma and limb defects ?,-15.971753,-25.83787,frequency,4,3,0
What are the genetic changes related to congenital hemidysplasia with ichthyosiform erythroderma and limb defects ?,-15.971754,-25.837872,genetic_changes,5,3,0
Is congenital hemidysplasia with ichthyosiform erythroderma and limb defects inherited ?,-15.971753,-25.837868,inheritance,7,3,0
What are the treatments for congenital hemidysplasia with ichthyosiform erythroderma and limb defects ?,-15.971752,-25.83787,treatment,11,3,0
What is (are) 3MC syndrome ?,-52.37948,-11.554882,information,6,3,-1
How many people are affected by 3MC syndrome ?,-52.379482,-11.554881,frequency,4,3,-1
What are the genetic changes related to 3MC syndrome ?,-52.37948,-11.55488,genetic_changes,5,3,-1
Is 3MC syndrome inherited ?,-52.379482,-11.55488,inheritance,7,3,-1
What are the treatments for 3MC syndrome ?,-52.37948,-11.554881,treatment,11,3,-1
What is (are) acral peeling skin syndrome ?,-31.670673,22.966066,information,6,4,-1
How many people are affected by acral peeling skin syndrome ?,-31.67067,22.966066,frequency,4,4,-1
What are the genetic changes related to acral peeling skin syndrome ?,-31.67067,22.966064,genetic_changes,5,4,-1
Is acral peeling skin syndrome inherited ?,-31.670673,22.966066,inheritance,7,4,-1
What are the treatments for acral peeling skin syndrome ?,-31.67067,22.966068,treatment,11,4,-1
What is (are) hypokalemic periodic paralysis ?,-47.60277,42.37081,information,6,4,-1
How many people are affected by hypokalemic periodic paralysis ?,-47.602753,42.37081,frequency,4,4,-1
What are the genetic changes related to hypokalemic periodic paralysis ?,-47.602753,42.37082,genetic_changes,5,4,-1
Is hypokalemic periodic paralysis inherited ?,-47.602783,42.3708,inheritance,7,4,-1
What are the treatments for hypokalemic periodic paralysis ?,-47.602768,42.37081,treatment,11,4,-1
What is (are) nonsyndromic hearing loss ?,23.180016,15.88577,information,6,0,1155
How many people are affected by nonsyndromic hearing loss ?,23.180014,15.88577,frequency,4,0,1155
What are the genetic changes related to nonsyndromic hearing loss ?,23.180016,15.885772,genetic_changes,5,0,1155
Is nonsyndromic hearing loss inherited ?,23.180016,15.885771,inheritance,7,0,1155
What are the treatments for nonsyndromic hearing loss ?,23.180014,15.885771,treatment,11,0,1155
What is (are) pontocerebellar hypoplasia ?,-11.142795,34.96919,information,6,4,-1
How many people are affected by pontocerebellar hypoplasia ?,-11.142794,34.969185,frequency,4,4,-1
What are the genetic changes related to pontocerebellar hypoplasia ?,-11.142795,34.96919,genetic_changes,5,4,-1
Is pontocerebellar hypoplasia inherited ?,-11.142835,34.969334,inheritance,7,4,-1
What are the treatments for pontocerebellar hypoplasia ?,-11.1427965,34.969193,treatment,11,4,-1
What is (are) Legius syndrome ?,-15.0619,37.49363,information,6,4,-1
How many people are affected by Legius syndrome ?,-15.061898,37.49363,frequency,4,4,-1
What are the genetic changes related to Legius syndrome ?,-15.061899,37.49363,genetic_changes,5,4,-1
Is Legius syndrome inherited ?,-15.061899,37.493626,inheritance,7,4,-1
